id,handle,nexternal_id,internal_memo,author,price,related_ids
11142662026,weaver-penmanship-to-praise-grade-6,2791,Old data from V-Cart System: Web Special $13.2 Clearance $13.2 Old Promo Pages: Notes from V-Cart system: ,,18,"11142666634,11142201738,11142274634"
11142662282,weaver-penmanship-to-praise-kindergarten,2792,Old data from V-Cart System: Web Special $8.8 Clearance $8.8 Old Promo Pages: Notes from V-Cart system: ,,18,"11142669002,11142272458,11142623690"
11142662858,weaver-penmanship-to-praise-manuscript,2793,Old data from V-Cart System: Web Special $8.8 Clearance $8.8 Old Promo Pages: Notes from V-Cart system: ,,18,"11142662282,11142659210,11142281354"
11142531274,skills-evaluation,2794,Old data from V-Cart System: Web Special $17.6 Clearance $17.6 Old Promo Pages: Notes from V-Cart system: ,,18,"11142672394,11142671562,11141913994"
11142663818,weaver-success-in-spelling-level-1-grade-2,2795,Old data from V-Cart System: Web Special $7.04 Clearance $7.04 Old Promo Pages: Notes from V-Cart system: ,,9,"11142252298,11142664074,11142640330"
11142665994,weaver-success-in-spelling-level-5-grade-6,2796,Old data from V-Cart System: Web Special $17.6 Clearance $17.6 Old Promo Pages: Notes from V-Cart system: ,,19.8,"11142666634,11141928330,11142024202"
11142664074,weaver-success-in-spelling-level-2-grade-3,2797,Old data from V-Cart System: Web Special $8.8 Clearance $8.8 Old Promo Pages: Notes from V-Cart system: ,,10.8,"11142663818,11142664970,11142013386"
11142664970,weaver-success-in-spelling-level-3-grade-4,2798,Old data from V-Cart System: Web Special $10.56 Clearance $10.56 Old Promo Pages: Notes from V-Cart system: ,,12.6,"11142140362,11142627722,11142411466"
11142665226,weaver-success-in-spelling-level-4-grade-5,2799,Old data from V-Cart System: Web Special $13.2 Clearance $13.2 Old Promo Pages: Notes from V-Cart system: ,,15.3,"11142666634,11141922570,11142536074"
11142666634,weaver-success-in-spelling-level-6-grade-7-12,2800,Old data from V-Cart System: Web Special $17.6 Clearance $17.6 Old Promo Pages: Notes from V-Cart system: ,,19.8,"11142660170,11142264138,11142170122"
11142666698,weaver-teaching-tips-and-techniques,2801, Clearanced out Sept  2010 due to lack of sales LKR    11- 2011 Reposted this because we can drop ship this from AOP at any time... :)   ,,31.5,"11142666890,11141913994,11142669002"
11142667082,weaver-volume-1-supplement-br-gen-11-50,2802,Old data from V-Cart System: Web Special $26.4 Clearance $26.4 Old Promo Pages: Notes from V-Cart system: ,,31.5,"11142667338,11142659210,11142660298"
11142667338,weaver-volume-1-br-gen-11-50,2803,Old data from V-Cart System: Web Special $127.6 Clearance $127.6 Old Promo Pages: Notes from V-Cart system: ,,139.5,"11142667786,11142667082,11142666698"
11142667466,weaver-volume-2-supplement-br-exodus-books-of-law,2804,Old data from V-Cart System: Web Special $44 Clearance $44 Old Promo Pages: Notes from V-Cart system: ,,45,"11142667338,11142659466,11142660298"
11142667786,weaver-volume-2-br-exodus-and-books-of-law,2805,,,139.5,"11142667338,11142659466,11142660298"
11142667914,weaver-volume-3-supplement-br-joshua-judges-ruth,2806,Old data from V-Cart System: Web Special $44 Clearance $44 Old Promo Pages: Notes from V-Cart system: ,,45,"11142667338,11142659594,11142660298"
11142668106,weaver-volume-3-br-joshua-judges-ruth,2807,,,139.5,"11142667338,11142659594,11142660298"
11142668298,weaver-volume-4-supplement-br-old-testament-period-of-kings-and-peoples,2808,Old data from V-Cart System: Web Special $44 Clearance $44 Old Promo Pages: Notes from V-Cart system: ,,45,"11142668810,11142659850,11142660298"
11142668490,weaver-volume-4-br-old-testament-period-of-kings-and-peoples,2809,Old data from V-Cart System: Web Special $127.6 Clearance $127.6 Old Promo Pages: Notes from V-Cart system: ,,139.5,"11142667338,11142659850,11142660298"
11142668810,weaver-volume-5-supplement-br-life-of-christ,2810,Old data from V-Cart System: Web Special $44 Clearance $44 Old Promo Pages: Notes from V-Cart system: ,,45,"11142667338,11142660170,11142669002"
11142669002,weaver-wisdom-words-weaver,2812,Old data from V-Cart System: Web Special $35.2 Clearance $35.2 Old Promo Pages: Notes from V-Cart system: ,,45,"11142031498,11142666890,11142666698"
11142669066,webster-s-american-dictionary-of-the-english-language-1828-edition,2813,"New retail jan. 2011 of $69.95.  New RS price is   $55.55.  Just for fun.  New retail: $56.95  RS Cost: $34 (plus shipping)  9/15/16
",,54.96,"11141968714,11142015050,11142422538"
11142670602,what-really-happened-to-the-dinosaurs,2816,Old data from V-Cart System: Web Special $7.95 Clearance $7.95 Old Promo Pages: Notes from V-Cart system: ,,8.97,"11142181514,11142152778"
11142671178,what-your-child-needs-to-know-when,2817,"Put back up  2013, November - LKR ",Robin Scarlatta Sampson,19.97,"11142675914,11142671946,11142198986"
11142671562,what-your-fifth-grader-needs-to-know,2818,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages: Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11142675914,11142672970,11142671946"
11142671946,what-your-first-grader-needs-to-know,2819,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages: Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11142675914,11142671562,11142672394"
11142672394,what-your-fourth-grader-needs-to-know,2820,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages: Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11142675914,11142671562,11142671946"
11142672970,what-your-kindergartner-needs-to-know,2821,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages: Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11142675914,11142671562,11141949450"
11142675082,what-your-second-grader-needs-to-know,2822,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages: Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11142675914,11141947658,11142671946"
11142675530,what-your-sixth-grader-needs-to-know,2823,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages: Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11142675914,11142671562,11142671946"
11142675914,what-your-third-grader-needs-to-know,2824,Old data from V-Cart System: Web Special $10.24 Clearance $10.24 Old Promo Pages:xyxyTest Notes from V-Cart system: ,Dr. E.D. Hirsch,14.87,"11141950026,11142675530,11142675082"
11142676234,whatever-happened-to-justice,2825,Old data from V-Cart System: Web Special $16.77 Clearance $16.77 Old Promo Pages: Notes from V-Cart system: ,,16.77,"11142320778,11141991178,11141937674"
11142676810,whatever-happened-to-penny-candy-br-economics-study-guide,2826,Old data from V-Cart System: Web Special $14.97 Clearance $14.97 Old Promo Pages: Notes from V-Cart system: ,,14.97,"11142676490,11142187914,11142582090"
11142679114,where-the-red-fern-grows,2832,,William Rawls,7.97,"11142680010,11142031306,11142028810"
11142680586,white-fang,2833,Old data from V-Cart System: Web Special $2 Clearance $2 Old Promo Pages: Notes from V-Cart system: ,Jack London,4,"11142207818,11142202954,11142592778"
11142683786,wilbur-and-orville-wright-young-fliers,2837,Old data from V-Cart System: Web Special $4.97 Clearance $4.97 Old Promo Pages: Notes from V-Cart system: ,,5.47,"11142378570,11142315914,11142203914"
11142684746,winston-grammar-advanced-level-set,2840,Old data from V-Cart System: Web Special $32.94 Clearance $32.94 Old Promo Pages: Notes from V-Cart system: ,,32.94,"11142685066,11142685258,11142685386"
11142685066,winston-grammar-advanced-level-student-packet,2841,Old data from V-Cart System: Web Special $13.24 Clearance $13.24 Price change Jan 2010 to $13.94 LKR  ,,13.94,"11142684746,11142685258"
11142685258,winston-grammar-advanced-level-student-workbook,2842,Old data from V-Cart System: Web Special $9.1 Clearance $9.1 Old Promo Pages: Notes from V-Cart system: ,,9.1,"11142684746,11142685066,11142287562"
11142685386,winston-grammar-basic-level-set,2843,Old data from V-Cart System: Web Special $32.94 Clearance $32.94 Old Promo Pages: Notes from V-Cart system: ,,39.97,"11142685770,11142685578"
11142685578,winston-grammar-basic-level-student-packet,2844,Old data from V-Cart System: Web Special $13.24 Clearance $13.24 New price to $13.94 January 2010 = LKR  ,,13.94,"11142685386,11142685770,11142556298"
11142685770,winston-grammar-basic-level-student-workbook,2845,Old data from V-Cart System: Web Special $9.1 Clearance $9.1 Old Promo Pages: Notes from V-Cart system: ,,9.1,"11142685386,11142685578,11142158922"
11142693194,wordsmith-apprentice-4th-6th-grades,2919,Old data from V-Cart System: Web Special $10.14 Clearance $12.87 Old Promo Pages: Notes from V-Cart system: Jan. 2005 web special,Janie B. Cheaney,12.87,"11142693578,11142693898,11142703306"
11142693578,wordsmith-craftsman-10th-grade-up,2920,Added video demo - Jan. 2011 - LKR  ,Janie B. Cheaney,12.87,"11142586058,11142693194,11142701514"
11142693898,wordsmith-student,2921,Added demo Jan. 2011  - LKR  ,Janie B. Cheaney,12.87,"11142694154,11142693194,11142701514"
11142694154,wordsmith-teachers-guide,2922,Old data from V-Cart System: Web Special $5.67 Clearance $5.67 Old Promo Pages: Notes from V-Cart system: ,,5.67,"11142693898,11142693194,11142318922"
11142694794,world-history-made-simple,2923,Old data from V-Cart System: Web Special $9.74 Clearance $11.47 Old Promo Pages: Notes from V-Cart system: ,,11.47,"11142697866,11142698250,11141917706"
11142697866,world-war-i,2927,Old data from V-Cart System: Web Special $12.97 Clearance $15.77 Old Promo Pages: Notes from V-Cart system: ,,15.77,"11142698250,11142698186,11142548234"
11142698186,world-war-i-bluestocking-guide,2928,Old data from V-Cart System: Web Special $14.95 Clearance $14.95 Old Promo Pages: Notes from V-Cart system: ,,14.95,"11142697866,11142698250,11142552842"
11142698250,world-war-ii,2930,Old data from V-Cart System: Web Special $13.97 Clearance $17.77 Old Promo Pages: Notes from V-Cart system: ,,17.77,"11141993162,11142697866,11142698506"
11142698506,world-war-ii-br-bluestocking-guide,2931,Old data from V-Cart System: Web Special $14.95 Clearance $14.95 Old Promo Pages: Notes from V-Cart system: ,,14.95,"11142698250,11142698186,11142697866"
11142698698,write-now-3rd-edition,2939,Old data from V-Cart System: Web Special $13.47 Clearance $13.47 Old Promo Pages: Notes from V-Cart system: ,,18.27,"11142160714,11142250186,11142115850"
11142700810,write-your-roots,2983,Old data from V-Cart System: Web Special $28 Clearance $32.47 Old Promo Pages: Notes from V-Cart system: ,,32.47,"11142700938,11142336650,11141926794"
11142700938,write-your-roots-teachers-guide-and-answer-key,2984,Old data from V-Cart System: Web Special $4 Clearance $4.84 Old Promo Pages: Notes from V-Cart system: ,,5.27,"11142700810,11142336650,11141962506"
11142701578,writing-exposition,3029,Old data from V-Cart System: Web Special $20.97 Clearance $20.97 Old Promo Pages: Notes from V-Cart system: ,,17.5,"11142703178,11142473162,11142460234"
11142701962,writing-strands-level-1,3033,Old data from V-Cart System: Web Special $13.95 Clearance $13.95 Old Promo Pages: Notes from V-Cart system: ,,13.95,"11142703178,11142702922,11142702218"
11142702218,writing-strands-level-2,3034,,,17.5,"11142701962,11142192330,11142702410"
11142702410,writing-strands-level-3,3035,Old data from V-Cart System: Web Special $17.5 Clearance $17.5 Old Promo Pages: Notes from V-Cart system: ,,17.5,"11142701962,11142192330,11142031498"
11142702602,writing-strands-level-4,3036,Old data from V-Cart System: Web Special $17.5 Clearance $17.5 Old Promo Pages: Notes from V-Cart system: ,,17.5,"11142701962,11142192330,11142702794"
11142702794,writing-strands-level-5,3037,Old data from V-Cart System: Web Special $17.5 Clearance $17.5 Old Promo Pages: Notes from V-Cart system: ,,17.5,"11142701962,11142192330,11142703178"
11142702922,writing-strands-level-6,3038,Old data from V-Cart System: Web Special $17.5 Clearance $17.5 Old Promo Pages: Notes from V-Cart system: ,,17.5,"11142701962,11142192330,11142703178"
11142703178,writing-strands-level-7,3039,Old data from V-Cart System: Web Special $17.5 Clearance $17.5 Old Promo Pages: Notes from V-Cart system: ,,17.5,"11142701578,11142192330,11142701962"
11142705994,you-can-teach-your-child-successfully,3042,Old data from V-Cart System: Web Special $10.5 Clearance $10.5 Old Promo Pages: Notes from V-Cart system: ,,10.5,"11142619466,11142339338,11142518218"
11142651850,vocabulary-from-classical-roots-grade-4,3050,,,12.65,"11142652170,11142652298,11142650890"
11142652170,vocabulary-from-classical-roots-grade-4-teacher-s-guide-and-answer-key,3051,,,21.87,"11142651850,11142654474,11142027594"
11142146954,character-builders-8-dvds,3052,,,44.96,"11142281546,11142387658,11142339530"
11142538570,squanto-friend-of-the-pilgrims-used,3054,,,4,"11142397130,11141994314,11142249674"
11142244170,great-science-adventures-br-discovering-atoms-molecules-and-matter,3056,,,22,"11142244618,11142469322"
11142268106,horizons-5th-grade-penmanship-set,3057,,,35.96,"11142268298,11141920714,11142032266"
11142268298,horizons-5th-grade-penmanship-student-book,3058,,,22.46,"11142268106,11141920714,11142205962"
11142267786,horizons-4th-grade-penmanship-student-book,3059,,,22.46,"11142267594,11142268106,11141920714"
11142267594,horizons-4th-grade-penmanship-set,3060,,,35.96,"11142267786,11142238410,11141920586"
11142266954,horizons-3rd-grade-penmanship-set,3061,,,35.96,"11142267018,11141920330,11142698698"
11142267018,horizons-3rd-grade-penmanship-student-book,3062,,,22.46,"11142266954,11141920330,11142698698"
11142266314,horizons-2nd-grade-penmanship-set,3064,,,35.96,"11142266506,11141920138,11142661194"
11142266506,horizons-2nd-grade-penmanship-student-book,3065,,,22.46,"11142266314,11141920138,11142698698"
11142265866,horizons-1st-grade-penmanship-set,3066,,,35.96,"11142265994,11142270922,11141920010"
11142265994,horizons-1st-grade-penmanship-student-book,3067,,,22.46,"11142265866,11142686602,11141920010"
11142470154,psychology-a-christian-perspective-high-school-edition,3068,,Dr. Timothy S. Rice,31.95,"11142470602,11142470346,11142203082"
11142470602,psychology-a-christian-perspective-teachers-guide,3069,,Dr. Timothy S. Rice,14.17,"11142470154,11142470346,11142201290"
11142470346,psychology-a-christian-perspective-high-school-edition-set,3070,,,43.97,"11142075274,11142633354,11142626634"
11142561098,susanna-wesley-sower-series,3075,,,7.97,"11142319114,11142258058,11142473866"
11142315914,johnny-appleseed-sower-series,3078,,,7.97,11142561098
11142148618,chopin-early-later-years-companion-cd,3080,,,6.5,"11142148746,11142148938,11142148874"
11142148746,chopin-early-later-years-study-guide,3081,,,3.75,"11142148618,11142148874,11142148938"
11142148874,chopin-son-of-poland-early-years,3082,,,10.5,"11142148618,11142148746,11142148938"
11142148938,chopin-son-of-poland-later-years,3083,,,10.5,"11142148618,11142148746,11142148874"
11142024202,bananagrams-ananagram-game,3084,,,14.95,11142241354
11142192714,evolution-the-grand-experiment-text,3085,,,32.97,"11142192522,11142192842,11142306186"
11142192522,evolution-the-grand-experiment-teacher-s-manual,3086,,,14.97,"11142256778,11142192714,11142192842"
11142192842,evolution-the-grand-experiment-set,3087," Reg price $36.47  
 Web special July 08  
 overstock 9-26 08  price is 30.00   
",,37.22,"11142127562,11141956618,11142083210"
11141998154,apologia-exploring-creation-with-biology-2nd-ed-solutions-and-test,3089,apol,,19.5,"11142000266,11142512458"
11142593354,the-human-body-fearfully-and-wonderfully-made-1st-ed-solutions-tests,3091,,,18,"11142410314,11142463242,11141976714"
11142010698,apologia-exploring-creation-with-physics-2nd-ed-solutions-test,3093,,,19.5,"11142011466,11142008458,11142135306"
11142212682,first-language-lessons-student-br-workbook-level-3,3101,,Jessie Wise,14.74,"11142213130,11142417610,11141982538"
11142213130,first-language-lessons-teacher-level-3,3102,,Jessie Wise,23.24,"11142212682,11142133514,11142445962"
11142534986,spanish-workbook-and-music-cd-fromtwin-sisters,3103," Updated from the 96 page book to the 48 page book. 10/20/11     <font color=""#000000"">PDF Lyrics included on the Enhanced Music CD <font face=""Arial Narrow"">To print the PDF documents insert the Enhanced Music CD into your computer drive. Open MY COMPUTER. <u>RIGHT CLICK </u>on
 the CD Drive. Select OPEN from the drop down menu. Open the folders 
and/or documents like you would open any other folder or document.      
      ",,4.97,"11142417610,11142403850,11142624330"
11141988362,an-insider-s-guide-to-successful-science-fair-projects,3108,,,8.47,"11142008714,11142000266"
11142219082,foldables-and-vkvs-for-phonics-spelling-and-vocabulary-grades-pre-k-3,3109,,,38.2,"11142219274,11142030794,11142031114"
11142281546,horizons-preschool-curriculum-set,3112,,,125.96,"11142146954,11142535882,11142422026"
11142238858,gotta-have-god-devotions-for-guys-ages-10-12-volume-2,3113,Old data from V-Cart System: Web Special $10.95 Clearance $10.95 Old Promo Pages:xyxyChristmas  Notes from V-Cart system: ,,12.47,"11142238730,11142239498,11142576010"
11142239306,gotta-have-god-devotions-for-guys-ages-2-5-volume-2,3114,Old data from V-Cart System: Web Special $10.95 Clearance $10.95 Old Promo Pages: Notes from V-Cart system: Overstock on June 2009 -  Reg price should be $10.95 - LKR,,12.47,"11142239050,11142239498,11142601802"
11142239690,gotta-have-god-devotions-for-guys-ages-6-9-volume-2,3115,Old data from V-Cart System: Web Special $10.95 Clearance $10.95 Old Promo Pages:xyxyChristmas  Notes from V-Cart system: ,,12.47,"11142239498,11142238730,11142626506"
11142233290,god-and-me-devotions-for-girls-ages-10-12-volume-2,3116,Old data from V-Cart System: Web Special $10.95 Clearance $10.95 Old Promo Pages: Notes from V-Cart system: ,,12.47,"11142233482,11142232906,11142238858"
11142234314,god-and-me-devotions-for-girls-ages-6-9-volume-2,3117,Old data from V-Cart System: Web Special $10.95 Clearance $10.95 Old Promo Pages:xyxyChristmas  Notes from V-Cart system: ,,12.47,"11142233482,11142234250,11142455114"
11142233866,god-and-me-devotions-for-girls-ages-2-5-volume-2,3118,Old data from V-Cart System: Web Special $10.95 Clearance $10.95 Old Promo Pages:xyxyChristmas  Notes from V-Cart system: ,,12.47,"11142249674,11142239050,11142233482"
11142525322,shurley-english-level-7-practice-booklet,3120,,,6.94,"11142525578,11142523210,11142255754"
11142509066,saxon-teacher-for-algebra-2-third-edition-on-cd-rom,3121,Reg price  73.47 Nov 08  reg price $72.97 June2010   ,,89.1,"11142506442,11142506186,11142619722"
11142634378,trail-guide-to-u-s-geography-student-notebook-cd-rom,3122,,,28.24,"11142634570,11142634826"
11142619274,the-thousand-year-war-in-the-mideast-how-it-affects-you-today,3123,,,16.47,"11142643850,11142698250,11142676234"
11142145482,capitalism-for-kids,3124,,,13.74,"11142676490,11142411466,11142356362"
11142280586,horizons-physical-education-6th-8th-grade,3127,cl,,36.86,"11142280842,11142280394,11141952714"
11142280394,horizons-physical-education-3rd-5th-grade,3128,cl,,36.86,"11142281098,11142280586,11142280842"
11142280842,horizons-physical-education-9th-12th-grade,3129,,,36.86,"11142280394,11142280586,11141981002"
11142428554,national-driver-training-institutes-br-interactive-cd-rom,3130,,,10,"11142428426,11142429002,11142428746"
11142429002,national-driver-training-institutes-textbook,3131,,,55,"11142428426,11142428554,11142428746"
11142428746,national-driver-training-institutes-br-video-library-dvd,3132,,,35,"11142428426,11142428554,11142429002"
11142033482,biology-lab-set-with-prepared-slides,3133,Price change Nov 2013 - didn't change cost yet- LKR ,,85,"11141998858,11141998474,11142000266"
11142033034,biology-dissecting-lab-w-specimens,3134,"Oct 2012 - cost is more than what we are selling this for.   Cost reflects cheapest way to ship from them.  UPS would have been $13.28  Price change Nov 2013 - didn't change cost yet- LKR 
",,60,"11142552522,11142470346,11141961290"
11141995402,apologia-biology-prepared-slides-set-of-16,3135,Price change Nov 2013 - didn't change cost yet- LKR ,,62,"11142000266,11141997962,11141998858"
11142033290,biology-dissection-specimens-4,3136,Price change Nov 2013 - didn't change cost yet- LKR ,,29,"11141940490,11142000266,11142422538"
11141995658,apologia-chemistry-equipment-lab,3137,Price change Nov 2013 - didn't change cost yet- LKR ,,62,"11142222666,11142467018,11142470346"
11142033354,biology-dissection-tools-w-pan-and-pad,3138,Price change Nov 2013 - didn't change cost yet- LKR ,,32,"11141997962,11142356362,11142033290"
11142013066,apologia-marine-biology-slides-set-of-11,3139,Price change Nov 2013 - didn't change cost yet- LKR ,,72.5,"11142005962,11142005002,11142005706"
11142013258,apologia-marine-biology-dissecting-items-materials,3140,Price change Nov 2013 - didn't change cost yet- LKR ,,65,"11142005962,11142005002,11142005706"
11142202954,exploring-creation-with-zoology-3-land-animals-of-the-sixth-day,3144,Web Special 12/16/08 - 22.75,Jeannie Fulbright,36.47,"11142200266,11142202506,11142046154"
11142003850,apologia-exploring-creation-with-general-science-set-2nd-ed-student-text-solutions-manual,3145," Regular price $58.94  
 Web special 12/16/08 - 50.00  
 59.95 May 2011 to math RR   
",,77,"11142004618,11142003274,11142003018"
11142086026,bju-press-math-2-teachers-edition-4ed,3149,,,73.33,"11142085834,11142085386,11142086090"
11142086218,bju-press-math-2-tests-answer-key-4ed,3150,,,10.28,"11142086090,11142086026,11142085834"
11142086090,bju-press-math-2-tests-4ed,3151,,,14.72,"11142086026,11142085834,11142085386"
11142085514,bju-press-math-2-manipulatives-packet-4ed,3153,,,17.78,"11142085386,11142086026,11142085834"
11142085642,bju-press-math-2-review-workbook-4ed,3155,,,11.11,"11142086026,11142085834,11142085514"
11142085834,bju-press-math-2-student-worktext-4ed,3156,,,27.78,"11142086026,11142085386,11142086090"
11142085386,bju-press-math-2-kit-4ed,3157,,,137.3,"11142086026,11142085834,11142086090"
11142048074,bju-press-bible-truths-level-c-student-worktext-3rd-ed,3158,,,25.56,"11142048266,11142048586,11142134858"
11142048266,bju-press-bible-truths-level-c-teachers-edition-3rd-ed,3159,,,68.06,"11142048074,11142048586,11142659210"
11142048586,bju-press-bible-truths-level-c-tests-3rd-ed,3160,,,15.83,"11142048074,11142048266,11141937226"
11142592458,the-homeschoolers-book-cd-of-lists,3162,,Sonya Haskins,15.97,"11142705994,11141913994,11142529098"
11142150922,christian-liberty-nature-reader-book-k,3166,,,4.87,"11142150986,11142150154,11142150282"
11142009162,apologia-exploring-creation-with-physical-science-solutions-and-test-2nd-edition,3167,,,19.5,"11142008714,11142092682,11142030282"
11142565194,teaching-writing-structure-and-style-second-edition-seminar-and-practicum-workbook,3170,Updated February 2015,Andrew Pudewa,35,"11142564874,11142509962,11142565578"
11142555018,student-writing-intensive-a-notebook-and-packet,3171,"Updated February 2015
",,19,"11142556298,11142550154,11142387658"
11142555146,student-writing-intensive-b-notebook-and-packet,3172,"Updated February 2015
",,19,"11142318922,11142554378,11142419850"
11142555530,student-writing-intensive-c-notebook-and-packet,3174,"Updated February 2015
",,19,"11142556746,11142564874,11142428426"
11141929610,addition-cd-kit-audio-memory,3175,,Kathy Troxel,12.95,"11142417290,11142557962,11142339530"
11142417290,multiplication-cd-kit-audio-memory,3176,"Facebook Special Feb 9, 2012 8.00  free shipping   Reg sale price 11.64  SOld 1  ",Kathy Troxel,12.95,"11141929610,11142630858,11142339338"
11141933642,algebra-survival-guide-workbook,3177,,,8.97,"11141933514,11142471114,11142553354"
11141933514,algebra-survival-guide,3178,,,17.97,"11141933642,11142141834,11142440138"
11142633610,total-health-student-textbook-high-school,3182,10-01-12 - new cost updated to $15.87.  Retail not changed yet - LKR ,,34.94,"11142633994,11142633802,11142443722"
11142633994,total-health-test-quiz-master-book,3183,,,24.94,"11142633354,11142366218,11142323082"
11142633802,total-health-teachers-edition-high-school,3184,,,75.94,"11142649738,11142370698,11141961290"
11142451914,our-planet-earth-student-text-4th-ed-gods-design-for-heaven-and-earth,3194,,,22.97,"11142578634,11142452170,11142453706"
11142624394,the-world-of-plants-student-text-4th-ed-gods-design-for-life,3202,,"Debbie Lawrence, Richard Lawrence",22.47,"11142624522,11142599690,11142200266"
11142255754,historical-atlas-of-the-world-rand-mcnally,3207,"Purchased from Follett in boxes of 30.  Our cost was $8.22 for our first round - LKR 9-12-2012  
",,11.97,"11142201034,11142553802,11142424842"
11142415434,movies-as-literature-student-workbook,3210," Overstocked  at 10.00 - once we get to 2 -  ""relist"" this at  10000.  Oct. 2010 - LKR  and Back to regular price of $14.97   Back to reg price Feb. 2011 - LKR  ",,17.67,"11142415242,11142470154,11142157386"
11142415242,movies-as-literature-by-kathryn-stout,3211,,,38,"11142415434,11142561354,11142108938"
11142381578,logic-in-100-minutes-dvd,3212,,,13.97,"11142619018,11142018442"
11141930250,addition-the-fun-way-basic-kit,3213,Cost/sell updated Feb. 18th - LKR  ,,39.84,"11142630858,11142339530,11142630282"
11142068234,bju-press-excursions-in-literature-student-text-3ed,3214,,,56.67,"11142067786,11142068618,11142068810"
11142068618,bju-press-excursions-in-literature-teachers-edition-3ed,3215,,,70,"11142068234,11142067786,11142068810"
11142069002,bju-press-excursions-in-literature-test-answer-key-3ed,3216,,,11.39,"11142067786,11142068234,11142068618"
11142067786,bju-press-excursions-in-literature-kit-3ed,3217,,,129.15,"11142125194,11142068234,11142068618"
11142068810,bju-press-excursions-in-literature-test-3ed,3218,,,15.83,"11142067786,11142068234,11142068618"
11142466698,prince-caspian-the-chronicles-of-narnia,3219,,CS Lewis,6.97,"11142581898,11142597322,11142219658"
11142583306,the-composer-audio-cd-set,3222,,,49.5,"11142115466,11142115594,11142249546"
11141936266,all-american-history-volume-2-student-reader,3223,"6/16/11 - R.O.C.K.in' Deal for $30 + free shipping. - Christina Sold: 1 
",,35.97,"11141936138,11141936010,11142208458"
11141936138,all-american-history-volume-2-student-activity-book,3224,,,13.84,"11141935498,11141981450,11142375498"
11141936010,all-american-history-volume-2-teacher-guide-with-answer-key,3225,,,15.97,"11141936266,11141936138,11142460554"
11142180682,do-hard-things,3227,,,13.97,"11142410314,11142487498,11142566026"
11141968714,alpha-omega-switched-on-schoolhouse-civics-american-government,3228,,,51.26,"11141985418,11142633354,11141975882"
11142145226,cantering-the-country-with-cd-rom-revised,3232,,Loree Pettit,27.97,"11142644554,11142634250,11142634378"
11142160266,complete-a-sketch-advanced-cd,3233,,,27.94,"11141999626,11142018826,11142222666"
11141935498,all-american-history-set-volume-2,3236,"Reg price is $60.97  
Web special July 08 - $55.08  
Price change 5-10=  to 61.97   
Price change May 2011 - 63.97 - LKR   
",,63.97,"11142269962,11141977162,11141936010"
11142635018,trail-guide-to-world-geography-student-notebook-cd-rom,3241,,,28.24,
11142032458,big-book-of-world-history-grades-7-12,3246,,,23.2,"11142409098,11142030922,11142319114"
11142639306,twice-freed,3249,,Patricia St. John,9.97,"11142540234,11142646986,11142463242"
11142686154,wisconsin-state-history-alpha-omega-switched-on-schoolhouse,3251, ,"Benjamin Franklin, Reece Franklin",2.5,"11142510346,11142372298,11142608714"
11142427850,narrative-of-the-life-of-frederick-douglass-dover-thrift-editions,3252,Goes with Exploring America -,,1.5,"11142686154,11142510346,11142372298"
11142159754,company-aytch,3254,,Samuel R. Watkins,14.27,"11142686154,11142427850,11142510346"
11142646986,up-from-slavery-dover-thrift-editions,3255,,,2.5,"11142159754,11142638730,11141988042"
11142303498,in-his-steps,3256,,Charles M. Sheldon,4.27,"11142587786,11142638730,11142159754"
11142388170,mamas-bank-account,3257,,,10.72,"11142303498,11142159754,11142427850"
11142152586,christy,3258,,,6.97,"11142587786,11142303498,11142388170"
11142285898,house-for-my-name-a-survey-of-the-old-testament,3259,,,18.67,"11142424842,11142426058,11142634250"
11142224842,frog-and-toad-together-i-can-read-book-series-level-2,3262,,,3.57,"11142129930,11141921226,11142506826"
11142149770,christian-kids-explore-earth-space-2nd-edition-grades-1-6,3263,Updated to the 2nd Edition - May 2017,,36.97,"11142323082,11142149514,11141935434"
11142543178,stone-soup,3265,,Ann McGovern,3.97,"11141920010,11142500618"
11142254282,henry-and-mudge-the-first-book-ready-to-read,3266,,,3.97,"11142543178,11142142986,11142500618"
11142170890,danny-and-the-dinosaur-i-can-read-book-series-level-1,3267,,,3.97,"11142543178,11142254282,11141920010"
11142428170,nate-the-great-and-the-musical-note,3268,,,5.97,"11142170890,11142543178,11142254282"
11142254154,henry-and-mudge-and-the-wild-wind,3269,,,3.97,"11142428170,11142254282,11142170890"
11142224394,frog-and-toad-all-year-i-can-read-books,3270,,,3.97,"11142142986,11142170890,11142500618"
11142386058,magic-school-bus-food-chain-frenzy-chapter-book-17,3271,,,4.97,"11142202954,11142201738,11142501386"
