id,handle,nexternal_id,internal_memo,author,price,related_handles
11141981002,alpha-omega-switched-on-schoolhouse-9th-grade-complete-all-5-subjects,382,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $263.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $263.96<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141974090,alpha-omega-switched-on-schoolhouse-9th-grade-history-geography,383,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141974282,alpha-omega-switched-on-schoolhouse-9th-grade-language-arts,384,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141981130,alpha-omega-switched-on-schoolhouse-9th-grade-math,385,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141981450,alpha-omega-switched-on-schoolhouse-9th-grade-science,386,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141981642,alpha-omega-switched-on-schoolhouse-american-literature,387,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141974410,alpha-omega-switched-on-schoolhouse-british-literature,388,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141968714,alpha-omega-switched-on-schoolhouse-civics-american-government,3228,,,,
11141974602,alpha-omega-switched-on-schoolhouse-consumer-math,389,"<p class=""MsoNormal""><span style=""font-size: 12pt; background: rgb(241, 240, 240);""><font face=""arial, sans-serif""><font color=""rgb(75, 79, 86)"">“It's a math credit for high school, but doesn't count towards college applications, so for them, it's an elective.” Per Joanne<o:p></o:p></font></font></span></p>
<p class=""MsoNormal""><span style=""background-color: rgb(241, 240, 240);  font-size: 12pt;""><font face=""arial, sans-serif""><font color=""rgb(75, 79, 86)"">Course code number is 1205370.&nbsp;</font></font></span></p>
",,,
11141974794,alpha-omega-switched-on-schoolhouse-earth-science-cd-rom,4971,,,,
11141974922,alpha-omega-switched-on-schoolhouse-essentials-of-math,7559,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141975050,alpha-omega-switched-on-schoolhouse-family-consumer-science-home-economics,394,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141975242,alpha-omega-switched-on-schoolhouse-french-i-cd-rom,4001,"April 2010 - LKR<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141975370,alpha-omega-switched-on-schoolhouse-french-ii-cd-rom,4002,"April 2010 - LKR<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141964554,alpha-omega-switched-on-schoolhouse-fundamentals-of-computer-systems,5556,,,,
11141964874,alpha-omega-switched-on-schoolhouse-fundamentals-of-programming-and-software-development,7153,,,,
11141981962,alpha-omega-switched-on-schoolhouse-ged-preparatory-history-geography,5131,,,,
11141982154,alpha-omega-switched-on-schoolhouse-ged-preparatory-math,5133,,,,
11141975690,alpha-omega-switched-on-schoolhouse-general-science-iii,7560,,,,
11141981770,alpha-omega-switched-on-schoolhouse-health-quest-1,392,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141975882,alpha-omega-switched-on-schoolhouse-high-school-health-8th-12th-grade,393,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141965066,alpha-omega-switched-on-schoolhouse-introduction-to-information-technology,7154,,,,
11141965322,alpha-omega-switched-on-schoolhouse-introduction-to-information-technology-support-and-services,7155,,,,
11141965642,alpha-omega-switched-on-schoolhouse-introduction-to-network-systems,7156,,,,
11141965898,alpha-omega-switched-on-schoolhouse-network-system-design,7157,,,,
11141966026,alpha-omega-switched-on-schoolhouse-new-applications-web-development-in-the-21st-century,7158,,,,
11141966346,alpha-omega-switched-on-schoolhouse-office-applications-1-cd-rom,5554,,,,
11141966602,alpha-omega-switched-on-schoolhouse-office-applications-2-cd-rom,5555,,,,
11141976266,alpha-omega-switched-on-schoolhouse-physical-education,7563,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141976458,alpha-omega-switched-on-schoolhouse-physical-fitness-9th-12th-grade,7562,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $36.92<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141966922,alpha-omega-switched-on-schoolhouse-small-business-entrepreneurship,7152,,,,
11141967050,alpha-omega-switched-on-schoolhouse-software-development-tools,7564,,,,
11141976714,alpha-omega-switched-on-schoolhouse-sos-college-planner-cd,396,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $21.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $21.96<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141976842,alpha-omega-switched-on-schoolhouse-sos-fundamentals-of-digital-media,7131,,,,
11141977162,alpha-omega-switched-on-schoolhouse-spanish-i-cd-rom,397,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141977354,alpha-omega-switched-on-schoolhouse-spanish-ii-cd-rom,398,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $61.56<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141977610,alpha-omega-switched-on-schoolhouse-speech-essentials-of-communication,7561,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141977866,alpha-omega-switched-on-schoolhouse-trigonometry,7558,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $61.56<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141982538,alphabetter-learning-vitamins-for-alphabet-mastery-and-reference-book-skills,403,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $15.47<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $15.47<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11141982922,already-compromised,4287,Added 02/02/11<br /><br />,Ken Ham & Greg Hall,,
11141983050,already-gone-why-your-kids-will-quit-church-and-what-you-can-do-to-stop-it,4033,"<p aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"">April 2010 =LKR<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" /></p>
<p aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"">4/8/11 offered as ROCKin' Deal item of the week at $8 + free shipping. - CSM&nbsp; (Sold 4.)</p>
",Ken Ham and Britt Beemer,,
11141983306,amelia-bedelia-goes-camping-i-can-read-books-level-2,3277,,,,
11141983562,america-the-beautiful-lesson-review,4589,July 2011- DR<br />,Charlene Notgrass,,
11141983754,america-the-beautiful-package,4522,June 2010 - lkr<br />,Charlene Notgrass,,
11141983946,america-the-beautiful-part-1,5096,,Charlene Notgrass,,
11141984394,america-the-beautiful-part-2,5097,,Charlene Notgrass,,
11141984650,america-the-beautiful-student-workbook,4587,July 2011- DR<br />,Charlene Notgrass,,
11141985034,american-history-comic-books,5350,,"Jack Silbert, Joseph D'agnese",,
11141985418,american-history-student-book-by-james-stobaugh,4915,LKR added April 2012<br />,James P. Stobaugh,,
11141985738,american-history-teacher-book-by-james-stobaugh,4868,,James P. Stobaugh,,
11141986314,american-language-series-k-teacher-cd-rom,7471,,,,
11141986698,american-literature,7188,,Janice Campbell,,
11141986826,american-literature-student-edition-by-james-stobaugh,6717,CSM added July 2013.<br />,Dr. James P. Stobaugh,,
11141987018,american-literature-teachers-edition-by-james-stobaugh,6718,CSM added July 2013.<br />,Dr. James P. Stobaugh,,
11141987210,american-pioneers-and-patriots-2nd-edition,419,Old data from V-Cart System:<br />Web Special $11.87<br />Clearance $11.87<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11141987402,americas-providential-history,422,Old data from V-Cart System:<br />Web Special $14.94<br />Clearance $14.94<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11141987722,amos-fortune-free-man,423,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $5.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $5.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141988042,amos-fortune-free-man-study-guide-progeny-press,2130,Old data from V-Cart System:<br />Web Special $13.95<br />Clearance $13.95<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11141988234,amplified-bible-imitation-leather,5421,,,,
11141988298,amusing-ourselves-to-death-f,4013,PEP April 2010 - maybe keep?... <br />,Neal Postman,,
11141988362,an-insider-s-guide-to-successful-science-fair-projects,3108,,,,
11141988682,analytical-grammar-companion-dvd-set,7311,,R. Robin Finley,,
11141989002,analytical-grammar-high-school-reinforcement-american-authors,7317,,"R. Robin Finley, Erin M. Karl",,
11141989322,analytical-grammar-high-school-reinforcement-british-authors,7318,,"R. Robin Finley, Erin M. Karl",,
11141989450,analytical-grammar-high-school-reinforcement-shakespeares-plays,7319,,"R. Robin Finley, Erin M. Karl",,
11141989642,analytical-grammar-high-school-reinforcement-world-authors,7320,,"R. Robin Finley, Erin M. Karl",,
11141989834,analytical-grammar-reinforcement-review-worksheet-answer-keys,7170,,R. Robin Finley,,
11141989962,analytical-grammar-set-student-book-teacher-book,7168,,R. Robin Finley,,
11141990218,analytical-grammar-student-workbook,7169,,R. Robin Finley,,
11141990346,ancient-history-based-writing-lessons-student-book-only,3752,"Updated February 2015
",,,
11141990666,ancient-history-based-writing-lessons-teacher-student-combo,5119,"Updated February 2015
",Lori Verstegen,,
11141990986,ancient-rome-a-bluestocking-guide,434,Old data from V-Cart System:<br />Web Special $8.94<br />Clearance $8.94<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11141991178,ancient-rome-how-it-affects-you-today,435,Old data from V-Cart System:<br />Web Special $9.94<br />Clearance $9.94<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11141991370,andrew-lost-in-the-garden,3278,,,,
11141991626,animal-farm,436,,,,
11141991946,animated-peek-a-boo-bear-by-gund,7423,,Gund,,
11141992202,animated-peek-a-boo-dolly-by-gund,7424,,Gund,,
11141992266,anna-karenina,7010,,Leo Nikolayevich Tolstoy,,
11141992458,annals-of-the-world-br-hardcover-with-cd,439,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $56.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $56.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",James Ussher,,
11141992778,annals-of-the-world-br-softcover,438,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $29.97<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $29.97<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",James Ussher,,
11141993162,anne-frank-diary-of-a-young-girl,440,Old data from V-Cart System:<br />Web Special $5.47<br />Clearance $5.47<br />Old Promo Pages:<br />Notes from V-Cart system:<br />,,,
11141993482,anne-of-green-gables,441,"Updated from Dover Edition to Simon &amp; Schuster Edition for Harvest High School<div>Maybe discontinued. So I changed the selling price - lkr&nbsp;</div>
","Montgomery, L.M.",,
11141993930,answers-for-difficult-days-surviving-the-storm-of-secularism,5005,,David Quine,,
11141994314,answers-for-kids-curriculum-set,4215,"November 2010 - LKR <br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",Ken Ham,,
11141994634,antony-and-cleopatra-d,3985,PEP April 2010 <br />,"Shakespeare, William",,
11141995402,apologia-biology-prepared-slides-set-of-16,3135,Price change Nov 2013 - didn't change cost yet- LKR&nbsp;,,,
11141995658,apologia-chemistry-equipment-lab,3137,Price change Nov 2013 - didn't change cost yet- LKR&nbsp;,,,
11141995978,apologia-exploring-creation-with-advanced-biology-the-human-body-set-2nd-edition,6869,,"Rachel Yunis, Marilyn M. Shannon",,
11141996234,apologia-exploring-creation-with-advanced-biology-the-human-body-solutions-tests-2nd-edition,6870,,"Rachel Yunis, Marilyn M. Shannon",,
11141996746,apologia-exploring-creation-with-advanced-biology-the-human-body-student-notebook-2nd-edition,7143,,,,
11141997066,apologia-exploring-creation-with-advanced-biology-the-human-body-student-text-only-2nd-edition,6868,0,Marilyn M. Shannon and Rachael L. Yunis,,
11141997450,apologia-exploring-creation-with-advanced-chemistry-in-creation-set-2nd-edition,4010,added 05/10<br />,Dr. Jay Wile,,
11141997706,apologia-exploring-creation-with-advanced-physics-in-creation-set,228,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $54.47<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $62.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142000266,apologia-exploring-creation-with-biology-2-e-student-text-solutions-and-tests-manual,1445,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $58.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $58.97<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" /><br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web special 12/16/08 - 53.50",,,
11141997962,apologia-exploring-creation-with-biology-2nd-ed-cd-full-text-plus-solutions,1441,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $47.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $47.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11141998154,apologia-exploring-creation-with-biology-2nd-ed-solutions-and-test,3089,apol,,,
11141998858,apologia-exploring-creation-with-biology-2nd-edition-companion-cd,446,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12",,,
11141998474,apologia-exploring-creation-with-biology-2nd-edition-mp3-audio-cd,543,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12<br />Retail went up to $29. Updated retail, cost &amp; ROCK price. 5-9-13 DR<br />",,,
11142000458,apologia-exploring-creation-with-biology-2nd-edition-student-text-only,4149,Added June 2010 - LKR&nbsp;,,,
11141999306,apologia-exploring-creation-with-biology-extra-test,4092,9781932012569,,,
11141999626,apologia-exploring-creation-with-biology-student-notebook-2nd-edition,7072,,,,
11141999882,apologia-exploring-creation-with-biology-vocabulary-word-flash-cards-cd-2nd-edition,5571,,,,
11142000202,apologia-exploring-creation-with-biology-vocabulary-word-flash-cards-printed-2nd-edition,5570,,,,
11142001482,apologia-exploring-creation-with-chemistry-3rd-ed-solutions-and-test-manual,7083,STL is showing a 42% discount as of 10/30/14.<br />,,,
11142000778,apologia-exploring-creation-with-chemistry-3rd-ed-student-text-only,7081,STL is showing a 42% discount as of 10/30/14.<br />,"Kristy Plourde, Rusty Hughes",,
11142001098,apologia-exploring-creation-with-chemistry-3rd-ed-student-text-solutions-and-tests-manual,7080,STL is showing a 42% discount as of 10/30/14.<br />,"Kristy Plourde, Rusty Hughes",,
11142001738,apologia-exploring-creation-with-chemistry-student-notebook-3rd-edition,7253,,,,
11142002122,apologia-exploring-creation-with-general-science-2-e-solutions-and-tests,3689,,,,
11142002442,apologia-exploring-creation-with-general-science-2nd-ed-student-text-only,4151,Added June 2010&nbsp;,,,
11142002762,apologia-exploring-creation-with-general-science-2nd-edition-cd-full-text-plus-solutions,449,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $47.94<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $47.94<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142003018,apologia-exploring-creation-with-general-science-2nd-edition-companion-cd,450,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12",,,
11142003274,apologia-exploring-creation-with-general-science-2nd-edition-mp3-audio-cd-apologia-science,3430,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12<br /><font class=""font2"">Retail went up to $29. Updated retail, cost &amp; ROCK price. 5-9-13 DR</font><br />",,,
11142003722,apologia-exploring-creation-with-general-science-extra-test,4766,,,,
11142003850,apologia-exploring-creation-with-general-science-set-2nd-ed-student-text-solutions-manual,3145,"<p aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"">Regular price $58.94</p>
<p aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"">Web special 12/16/08 - 50.00</p>
<p aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"">59.95 May 2011 to math RR<br /></p>
",,,
11142004170,apologia-exploring-creation-with-general-science-student-notebook-2nd-ed,5238,25,"Dincher, Vicki",,
11142004618,apologia-exploring-creation-with-general-science-vocabulary-word-flash-cards-1st-2nd-ed-e-book,5569,,,,
11142005706,apologia-exploring-creation-with-marine-biology-cd-full-text-plus-solutions,1449,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $47.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $47.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142005002,apologia-exploring-creation-with-marine-biology-companion-cd,1443,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142005514,apologia-exploring-creation-with-marine-biology-mp3-audio-cd,4584,"Updated retail, cost &amp; ROCK price. 1-10-12<br /><font class=""font2"">Retail went up to $29. Updated retail, cost &amp; ROCK price. 5-9-13 DR</font><br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142005962,apologia-exploring-creation-with-marine-biology-set-student-text-solutions-manual,1448,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $53.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $58.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web special&nbsp; 12/16/08 - 50.00",,,
11142006282,apologia-exploring-creation-with-marine-biology-solutions-and-tests,1450,"Old data from V-Cart System:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Web Special $18<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Clearance $18<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Old Promo Pages:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />Notes from V-Cart system:<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142006602,apologia-exploring-creation-with-marine-biology-student-text-only,3761,,,,
11142006922,apologia-exploring-creation-with-marine-biology-vocabulary-word-flash-cards-cd,5581,,,,
11142007114,apologia-exploring-creation-with-marine-biology-vocabulary-word-flash-cards-printed,5582,,,,
11142007562,apologia-exploring-creation-with-physical-science-cd-full-text-plus-solutions-2nd-edition,452,"Old data from V-Cart System:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Web Special $47.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Clearance $47.94<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Old Promo Pages:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />Notes from V-Cart system:<br aria-level=""0"" aria-posinset=""0"" aria-setsize=""0"" />",,,
11142007818,apologia-exploring-creation-with-physical-science-companion-cd-2nd-edition,451,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12<br aria-setsize=""0"" aria-posinset=""0"" aria-level=""0"" />",,,
11142008266,apologia-exploring-creation-with-physical-science-extra-test-2nd-edition,4765,,,,
11142008458,apologia-exploring-creation-with-physical-science-mp3-audio-cd-2nd-edition,81,"Retail went up to $19. Updated retail, cost &amp; ROCK price. 01-10-12<br />Retail went up to $29. Updated retail, cost &amp; ROCK price. 5-9-13 DR<br />",,,
